Cutter,Titulo,Descricao,Ano,Autores,Paginas,ISBN,Idioma,Src,bandeja,coluna,estante 
F798e,CRM e e-business," Conhecer e usar este novo mundo é essencial para a sobrevivência de qualquer organização. Aquelas que terão sucesso serão as que souberem utilizar as ferramentas digitais para reinventar sua maneira de operar e fazer negócios. O cenário de e-business vai deslocar o centro das atenções das empresas com relação à Internet. O foco se deslocará para o B2B. Mas chegar ao B2B significa mudar a mentalidade, organização processos e tecnologia das empresas.", 2000, Wilson José de Oliveira , 154, 85-8594-397-1, Português,http://arquivos.biblioceeteps.com.br/d/23493.jpg?v=201416061111&w=320,1,1,1
M123a,A Arte do .Combate," Muita coisa mudou em 2.500 anos, desde que o chinês Sun Tzu escreveu ""A Arte da Guerra"" - um tratado clássico sobre logística, tática e estratégia militar. Contudo, os princípios essenciais de Sun Tzu não envelheceram. A prova é que sua obra é leitura obrigatória na formação de executivos no século XXI. Em ""A Arte do .comBate"", Shawn McCarthy, um dos principais gerentes de produto e aperfeiçoamento da Lycos, recorre a esses princípios para apresentar uma maneira inteiramente nova de compreender a natureza competitiva e operar no mundo da Internet. Para McCarthy, a Internet não é um campo de batalha, mas uma arma estratégica fundamental na guerra pelos principais mercados. Partindo dessa premissa, ele apresenta estratégias para criar e conquistar consumidores, desenvolver produtos, aperfeiçoar a cadeia de fornecimento, forjar alianças mesmo com competidores, estabelecer as necessidades para o sucesso em um e-business e muito mais.", 2002, Shawn P. Mccarthy, 252, 85-0106-190-5, Português,http://arquivos.biblioceeteps.com.br/d/35132.jpg?v=201423070440&w=320,1,1,1
C288m,Marketing internacional para brasileiros," Vendas ao exterior é apenas uma das inúmeras facetas do Marketing Internacional, e a cada dia aumenta o envolvimento e a participação de áreas distintas das empresas cujo estilo de atuação está voltado ao atendimento dos anseios e expectativas do mercado consumidor, através do fornecimento de seus produtos.", 1989," Carnier, Luiz Roberto e  Luiz Roberto", 356, 85-7129-043-1, Português,http://arquivos.biblioceeteps.com.br/d/23097.jpg?v=201424070410&w=320,1,1,1
C359m,Marketing Internacional," Esta 8ª edição reflete a natureza altamente dinâmica do mercado internacional. Agora são abordadas em profundidade questões como globalização, terrorismo e ajuda internacional, além das implicações de uma orientação de marketing e problemas éticos. Também são discutidos o comércio via internet e o impacto da Web sobre a empresa internacional, a crescente interação entre governo e negócios, entre outros. O texto se divide em quatro partes. Na primeira, os conceitos fundamentais do marketing internacional são destacados, e as forças ambientais a serem consideradas pela empresa internacional são discutidas. A segunda parte focaliza a entrada e o desenvolvimento no mercado internacional, cobrindo o planejamento estratégico para internacionalização, o planejamento da implementação, a preparação por meio da pesquisa e a execução do processo de entrada. A terceira parte aborda os elementos do composto de marketing que têm maior importância para empresas em seu estágio inicial de experiência internacional. Já a quarta parte discute questões de gerenciamento mercadológico que são mais relevantes para as operações de expansão global das empresas multinacionais. Como recursos adicionais ao texto, há os boxes ""O Mercado Internacional"", que refletem práticas empresariais modernas e atuais, as ""Questões para Debate"" e os ""Exercícios da Internet"". No site da Cengage, na página do livro, encontram-se ainda diversos casos (de países como Brasil, China, Austrália e Quênia) com questões desafiadoras, que permitem discussões aprofundadas sobre os materiais abordados nos capítulos, assim como apêndices úteis para estudantes e profissionais da área.", 2008, Michael R. Czinkota e Ilkka A. Ronkainen, 626, 978-85-2210-609-7, Português,http://arquivos.biblioceeteps.com.br/d/4788.jpg?v=201217021131&w=320,1,1,1
C998m,Marketing Internacional," Esta 8ª edição reflete a natureza altamente dinâmica do mercado internacional. Agora são abordadas em profundidade questões como globalização, terrorismo e ajuda internacional, além das implicações de uma orientação de marketing e problemas éticos. Também são discutidos o comércio via internet e o impacto da Web sobre a empresa internacional, a crescente interação entre governo e negócios, entre outros. O texto se divide em quatro partes. Na primeira, os conceitos fundamentais do marketing internacional são destacados, e as forças ambientais a serem consideradas pela empresa internacional são discutidas. A segunda parte focaliza a entrada e o desenvolvimento no mercado internacional, cobrindo o planejamento estratégico para internacionalização, o planejamento da implementação, a preparação por meio da pesquisa e a execução do processo de entrada. A terceira parte aborda os elementos do composto de marketing que têm maior importância para empresas em seu estágio inicial de experiência internacional. Já a quarta parte discute questões de gerenciamento mercadológico que são mais relevantes para as operações de expansão global das empresas multinacionais. Como recursos adicionais ao texto, há os boxes ""O Mercado Internacional"", que refletem práticas empresariais modernas e atuais, as ""Questões para Debate"" e os ""Exercícios da Internet"". No site da Cengage, na página do livro, encontram-se ainda diversos casos (de países como Brasil, China, Austrália e Quênia) com questões desafiadoras, que permitem discussões aprofundadas sobre os materiais abordados nos capítulos, assim como apêndices úteis para estudantes e profissionais da área.", 2008, Michael R. Czinkota e Ilkka A. Ronkainen, 626, 978-85-2210-609-7, Português,http://arquivos.biblioceeteps.com.br/d/4788.jpg?v=201217021131&w=320,1,1,1
K26m,Marketing global," A obra “Marketing Global” foi elaborada para atender estudantes e educadores das áreas Técnicas e Tecnológicas de Administração, Gestão Empresarial, Gestão de Marketing, Turismo e outros cursos que tenham uma disciplina que vise iniciá-los em Marketing, Estratégias de Mercado, Pesquisas de Mercado ou outras unidades curriculares afins.O livro é atual, envolvente, induz à pesquisa, propõe estudos de casos e aborda assuntos complexos das principais atividades empresariais com uma linguagem didática e prática, possibilitando acompanhar, entender e aplicar métodos e procedimentos em organizações de quaisquer ramos de atividade na área de Marketing.", 2004, Charles David Forte, 167, 85-8784-316-8, Português,http://arquivos.biblioceeteps.com.br/d/2393.jpg?v=200702101034&w=320,1,1,1
P665m,Marketing Internacional," Esta 8ª edição reflete a natureza altamente dinâmica do mercado internacional. Agora são abordadas em profundidade questões como globalização, terrorismo e ajuda internacional, além das implicações de uma orientação de marketing e problemas éticos. Também são discutidos o comércio via internet e o impacto da Web sobre a empresa internacional, a crescente interação entre governo e negócios, entre outros. O texto se divide em quatro partes. Na primeira, os conceitos fundamentais do marketing internacional são destacados, e as forças ambientais a serem consideradas pela empresa internacional são discutidas. A segunda parte focaliza a entrada e o desenvolvimento no mercado internacional, cobrindo o planejamento estratégico para internacionalização, o planejamento da implementação, a preparação por meio da pesquisa e a execução do processo de entrada. A terceira parte aborda os elementos do composto de marketing que têm maior importância para empresas em seu estágio inicial de experiência internacional. Já a quarta parte discute questões de gerenciamento mercadológico que são mais relevantes para as operações de expansão global das empresas multinacionais. Como recursos adicionais ao texto, há os boxes ""O Mercado Internacional"", que refletem práticas empresariais modernas e atuais, as ""Questões para Debate"" e os ""Exercícios da Internet"". No site da Cengage, na página do livro, encontram-se ainda diversos casos (de países como Brasil, China, Austrália e Quênia) com questões desafiadoras, que permitem discussões aprofundadas sobre os materiais abordados nos capítulos, assim como apêndices úteis para estudantes e profissionais da área.", 2008, Michael R. Czinkota e Ilkka A. Ronkainen, 626, 978-85-2210-609-7, Português,http://arquivos.biblioceeteps.com.br/d/4788.jpg?v=201217021131&w=320,1,1,1
C678v,Você Pode Negociar Qualquer Coisa," Um livro clássico escrito na década de 80. O autor Herb Cohen narra em primeira pessoa e a partir de negociações reais as artimanhas das negociações, passando pelos conceitos de Ganha-Ganha, Ganha-Perde e Perde-Perde.O que é negociação? É o uso da informação e do poder com o fim de influenciar o comportamento dentro de uma “rede de tensão”. Se você pensar bem nesta definição geral, perceberá que, na verdade, você negocia o tempo todo, tanto no emprego como na vida pessoal.", 1980," Cohen, Herb", 252,, Português,http://arquivos.biblioceeteps.com.br/d/28025.jpg?v=201403060905&w=320,1,1,1
C837c,Como garantir três vendas extras por dia," Estamos em uma época em que o ensino das boas técnicas de vendas ocorre o risco de ficar ofuscado pela purpurina de um marketing vistoso, mas de eficácia duvidosa. Com este livro, Evaldo Costa resgata co maestria a disciplina da Venda, relevando as técnicas dessa arte co relevância prática e profundidade acadêmica. E Evaldo é uma das raras pessoas que têm credibilidade para tanto, pois reúna três fatores-chave: conhecimento da teoria – com a qual obteve o seu mestrado -, visão de exemplo bons e ruins – graças à sua prática como consultor – e experiência prática, adquirida em uma carreira profissional d e sucesso. Só posso recomendar, fortemente a leitura deste livro a todos, inicialmente ou profissionalmente confirmados que militam na área de vendas.", 2005, Evaldo Costa, 240, 85-3521-732-0, Português,http://arquivos.biblioceeteps.com.br/d/2467.jpg?v=200702101033&w=320,1,1,1
R484v,Venda porta a porta," Quem pensa que João Ribeiro foi especialmente preparado para o sucesso, engana-se. Quem iria imaginar que um menino de doze anos, pobre e analfabeto, que deixava para trás a família e os encantos da Bahia para aventurar-se em São Paulo, em princípio como vendedor de amendoim e, depois, como funileiro, chegaria, um dia, a ser um homem de sucesso? Mas é a mais pura realidade. João Ribeiro é um vencedor! Na venda porta a porta, João Ribeiro encontrou a chave do sucesso e a divide com você neste livro. João Ribeiro acredita que as pessoas são capazes de desenvolver qualquer projeto, bastando-lhes uma “injeção” de entusiasmo e vontade de trabalhar, e é exatamente para essas pessoas que este livro se destina. Venda Porta a Porta: Uma Profissão de Sucesso é tudo o que alguém com garra e muita vontade de trabalhar precisa para dar uma virada na própria vida. Aqui, você encontrará: - O que é preciso saber para mudar a sua situação financeira; - O que é venda porta a porta e quais as vantagens da profissão; - As técnicas da venda porta a porta; - O sorriso como elemento decisivo na venda direta; - Como: fazer uma venda bem-sucedida, despertar a atenção de um consumidor potencial, despertar o desejo do cliente, chegar ao fechamento da venda, montar uma equipe de venda, fazer uma boa abordagem e ser bem-recebido; - E mais: treinamento, reuniões, elaboração de planos, planejamento de metas, postura diante de um “não”, venda para mulheres, visitas, demonstrações e, ainda, um importante índice das principais empresas de venda porta a porta do país. Venda Porta a Porta: Uma Profissão de Sucesso Agora, você também pode ser um vencedor!.", 2001," Ribeiro, João e  João", 114, 85-7374-413-8, Português,http://arquivos.biblioceeteps.com.br/d/23233.jpg?v=201424070936&w=320,1,1,1
R523s,Como ser um vendedor de sucesso," Vender nunca foi tão difícil. Nestes tempos de internet, em que todas as informações estão disponíveis, o que os clientes mais querem saber é o que o produto pode fazer por eles. Como Ser um Vendedor de Sucesso mostra que mais importante do que aquilo que.", 2006, Linda Richardson, 67, 85-7542-227-8, Português,http://arquivos.biblioceeteps.com.br/d/23297.jpg?v=201423070254&w=320,1,1,1
R482d,Por dentro de uma franquia," Comprar uma franquia não é tão simples como a maioria das pessoas pensa.Não basta ter apenas o capital necessário. É preciso tempo para conhecer, analisar, identificar-se com a marca. Pesquisar muito antes de investir seu dinheiro e suas esperanças nesta ou naquela franquia é o que o bom senso recomenda.A busca em feiras, revistas e guias especializados traz dificuldades porque as redes de franquias apresentam-se mais ou menos da mesma maneira no mercado e as pessoas interessadas, compreensivelmente, encontram algumas portas fechadas para formar um quadro claro do negócio com os poucos e superficiais dados inicialmente à sua disposição. Conhecimentos relevantes são conseguidos com um documento chamado Circular de Oferta de Franquia que, na prática, é entregue somente às vésperas da assinatura do Contrato de Franquia.Neste livro o autor leva você aos bastidores de uma franquia, fazendo inclusive um relato humano de seus erros, e abre as portas de informações fundamentais para a consolidação de seu futuro negócio próprio, quer seja ele ligado a uma rede de franquias, quer seja ele independente.Empresários e potenciais franqueadores também encontrarão respostas para entrar no sistema de franchising com o pé direito.", 2006, João Ribas, 202, 85-7705-005-X, Português,http://arquivos.biblioceeteps.com.br/d/2292.jpg?v=200702101153&w=320,1,1,1
V292,Varejo 2.0," O livro trata das potencialidades das mídias sociais aplicadas ao varejo e defende que a realidade da web 2.0 não é diferente do que os empresários conhecem sobre relacionamento, planejamento e os hábitos do consumidor e que a web 2.0 é apenas um meio diferente e mais dinâmico.", 2011, José Cláudio C. Teixeira e Renée de Almeida, 192, 978-85-3525-109-8, Português,http://arquivos.biblioceeteps.com.br/d/74058.jpg?v=201517090325&w=320,1,1,1
G216m,Marketing para franquias," Este livro aborda especificamente o Marketing para Franquias e traz dicas tanto para franqueados e franqueadores como profissionais de comunicação, estudantes e todos que, por algum motivo se interessam em conhecer melhor como funciona, na prática, o Marketing nas redes de franquias.", 2006," Garcia, Filomena,  Filomena e Denis Sebástian Santini", 126, 85-9956-524-9, Português,http://arquivos.biblioceeteps.com.br/d/23483.jpg?v=201424071014&w=320,1,1,1
C522c,Como investir numa franquia sem entrar numa fria, Adquirir uma unidade franqueada consiste numa das alternativas mais seguras para quem quer iniciar um negócio próprio num ramo em que não tenha grande experiência., 2006," Cherto, Marcelo e  Marcelo", 63, 85-9956-508-7, Português,http://arquivos.biblioceeteps.com.br/d/23482.jpg?v=201424071007&w=320,1,1,1
F816,Franchising," O livro aborda temas importantes para quem têm interesse e/ou trabalha com franquias. Ele surgiu de uma demanda do mercado, em especial dos alunos da Franchising University, o mais tradicional e completo curso sobre Franchising do Brasil, no qual todos os autores são professores. Os autores colocaram no papel os principais conceitos que ministram durante os cursos e que resultam do conhecimento que acumularam em seus muitos anos de experiência desenvolvendo, implantando, reestruturando e gerindo, no dia-a-dia, redes de franquias dos mais diversos portes e ramos. A obra torna-se um referencial de informações para quem pretende abrir uma franquia.", 2006, Marcelo Cherto, 448, 85-9956-520-6, Português,http://arquivos.biblioceeteps.com.br/d/27920.jpg?v=201402060317&w=320,1,1,1
G975m,Marketing Nas Mídias Sociais em 30 Minutos," Por mais incríveis que as mídias sociais sejam, o sucesso nelas depende de um investimento de tempo, paciência, criatividade e comprometimento. Através de exemplos reais, modelos e amostras de procedimentos de marketing, além de ilustrações que demonstram o uso dos softwares mais utilizados, o livro é um manual de estratégia, simples e minucioso, para um planejamento de marketing bem-sucedido nas mídias sociais. Ao terminar a leitura deste livro, você terá concluído a criação de um plano de marketing capaz de produzir resultados concretos e terá formulado uma estratégia para a criação de futuros planos de marketing - tudo em apenas 30 minutos por dia!.", 2012, Susan Gunelius, 312, 978-85-3161-180-3, Português,http://arquivos.biblioceeteps.com.br/d/74046.jpg?v=201517090256&w=320,1,1,1
S379a,Análise de Crédito," Direcionado para a análise, concessão e gestão de riscos (créditos), este livro é destinado a todas as pessoas que, profissionalmente, lidam e atuam na atividade de avaliar riscos e decidir sobre créditos, sejam estes relacionados a atividades financeiras ou à concessão de crédito comercial.A obra objetiva a formação profissional de executivos nas áreas de Crédito e Mercadologia. Mescla aspectos técnicos, financeiros e jurídicos, promovendo uma reflexão comportamental do profissional, visando a sua mudança de atitude, no sentido de associar tecnicidade, bom-senso, lógica e profissionalismo.Enfoca Análise de Crédito, Processo de Crédito, Propostas de Crédito, Análise de Crédito (Pessoas Físicas), Análise Econômico-financeira, Working Investment (Investimento Operacional em Giro), Fluxo de Caixa e Deterioração de Créditos.", 1995, Wolfgang Kurt Schrickel, 349, 85-2241-311-8, Português,http://arquivos.biblioceeteps.com.br/d/82347.jpg?v=201509120509&w=320,1,1,1
B973f,Fundmantos de Publicidade Criativa," Esta obra oferece uma introdução passo a passo a todas as etapas do processo criativo, incluindo como as agências planejam, criam, produzem e executam campanhas de sucesso.A obra também apresenta uma visão geral da estrutura das agências contemporâneas e dos tipos de mídias disponíveis, além de diversos exemplos da melhor publicidade criativa do mundo. Guia para referência teórica e inspiração, este livro é ideal para estudantes em início de curso ou para quem planeja investir na carreira publicitária.- Abrangente: todos os aspectos do processo de criação são abordados, do planejamento à produção da campanha. - Da teoria à prática: exemplos da melhor publicidade criativa do mundo recheiam a obra. - Didático: organização clara e passo a passo das etapas do processo criativo facilitam a compreensão.", 2010," Burtenshaw, Ken,  Ken, Nik Mahon e Caroline Barfoot", 176, 978-29-4037-318-5, Português,http://arquivos.biblioceeteps.com.br/d/23528.jpg?v=201402060304&w=320,1,1,1
M237p,Tirando de letra," O consagrado multimídia Carlos Queiroz Telles faz uma triagem de suas memórias profissionais, segundo o critério mais agradável possível: o humor.", 1993," Telles, Carlos Queiroz e  Carlos Queiroz", 244, 85-7123-323-3, Português,http://arquivos.biblioceeteps.com.br/d/23093.jpg?v=201420080858&w=320,1,1,1
S217L,A linguagem da propaganda," Minigramática da linguagem da propaganda, em que a criatividade é a alma do negócio. Apoiado em abundante e saborosa exemplificação, mostra as características que distinguem esta linguagem específica, bem como recursos expressivos ou comunicacionais especiais. Revela o reencontro do mundo moderno com a retórica clássica por meio da linguagem da propaganda, da qual destaca outras características, como aspectos sintáticos, gráficos e fonológicos. Indicado para jornalistas, publicitários, profissionais da área de Comunicação e de Língua Portuguesa.", 1999," Sandmann, Antônio José e  Antônio José", 99, 85-7244-026-7, Português,http://arquivos.biblioceeteps.com.br/d/23168.jpg?v=201416050350&w=320,1,1,1
P923c,A Criação Científica," A renovação científica e tecnológica da sociedade industrial avançada encontrou em Abraham Moles uma de suas mais agudas reflexões e seu livro A Criação Científica é uma obra pioneira no desenvolvimento de conceitos como os de criatividade, matriz de descoberta e infralógica que passaram a operar toda uma nova visão de epistemologia e filosofia da ciência, conservando, por isto mesmo, para o leitor interessado nestes domínios, todo o seu poder de renovação e tornando mais uma vez oportuna a sua reedição em língua portuguesa.",, Abraham A Moles, 292,,,http://arquivos.biblioceeteps.com.br/d/25947.jpg?v=201419050951&w=320,1,1,1
K96p,Planejamento de Relações Públicas na Comunicação Integrada," Esta obra traz conceitos fundamentais sobre organizações, comunicação organizacional, integração da comunicação, planejamento estratégico e planejamento da comunicação e de relações públicas. Procura ser eminentemente prática ao apresentar as principais técnicas da arte de elaborar planos, projetos e programas de comunicação. Ela busca absorver conhecimentos acumulados pela administração, aplicando-os à comunicação organizacional. E demonstra que os profissionais de relações públicas, como gestores dessa comunicação, devem adotar métodos científicos, agregando valor às suas atividades e contribuindo para que as organizações assumam sua responsabilidade corporativa. Em sua quarta edição, revista, atualizada e ampliada, Planejamento de relações públicas na comunicação integrada pode, na verdade, ser considerada uma obra nova. As mudanças efetuadas na estruturação e no conteúdo da versão original foram substanciais, incorporando as contribuições de uma rica bibliografia produzida nas duas últimas décadas.", 2003, Margarida Maria Krohling Kunsc, 422, 978-85-3230-263-2, Português,http://arquivos.biblioceeteps.com.br/d/4622.jpg?v=201119090402&w=320,1,1,1
N417c,Conheça o petróleo,, 1993," Neiva, Jucy e  Jucy", 187, 85-2080-167-6, Português,http://arquivos.biblioceeteps.com.br/d/22613.jpg?v=201401090321&w=320,1,1,1
G892,A Metalurgia do Pó: Alternativa Econômica com Menor Impacto Ambiental," Nova publicação sobre metalurgia do pó no Brasil. A obra foi escrita por 25 autores, dentre eles profissionais com atuação nas principais indústrias de metalurgia do pó no país, assim como mestres e doutores de renome internacional que atuam nas principais universidades e centros de pesquisa do país.A metalurgia do pó está mais presente em nosso dia a dia do que imaginamos. Encontramos aplicações na indústria automobilística, de eletrodomésticos, filtros metálicos, materiais magnéticos, cerâmicos, elétricos, materiais para pastilhas de freio e materiais auto-lubrificantes. Também na indústria química, farmacêutica e alimentícia encontramos importantes aplicações tais como o enriquecimento de alimentos com ferro, contribuindo assim com a erradicação da anemia em nosso país.Mesmo tendo um campo vasto de aplicações, seu uso é ainda incipiente no Brasil quando comparado com países desenvolvidos como EUA, Japão e o continente europeu.Esta obra tem por objetivo apresentar, de forma direta e ilustrada, os conceitos envolvidos, as aplicações já consagradas e também as orientações necessárias para o desenvolvimento de uma peça sinterizada obtida pela metalurgia do pó.O leitor descobrirá que, frente a outros processos de conformação, o material sinterizado é uma alternativa técnica e economicamente vantajosa, além de ser uma opção ecologicamente correta devido ao baixo impacto ambiental inerente ao processo.", 2009, Grupo Setorial de Metalurgia do Pó e Alcides Cremonezi [Et Al], 320, 978-85-6240-400-9, Português,http://arquivos.biblioceeteps.com.br/d/101682.jpg?v=201610100301&w=320,1,1,1
B326g,Guia Técnico Ambiental da Indústria Têxtil, O conteúdo do EcoDesenvolvimento.org está sob Licença Creative Commons. Para o uso dessas informações é preciso citar a fonte e o link ativo do Portal EcoD. , 2009, Elza Y. Onishi Bastian e Jorge Luiz Silva Rocco , 85, 978-85-6140-507-6, Português,http://arquivos.biblioceeteps.com.br/d/23710.jpg?v=201425070812&w=320,1,1,1
S339e,Edifícios Espetaculares," Este livro reúne uma selecção de projectos arquitectónicos contemporâneos de desenho notável realizados em todo o mundo nos últimos anos, que exemplificam as últimas tendências na criação de espaços institucionais, comerciais, culturais e educativos.", 2007, Simone Schleifer (Org.), 384, 38-2284-147-1, Português,http://arquivos.biblioceeteps.com.br/d/141221.jpg?v=201930030615&w=320,1,1,1
B335b,As belas-artes reduzidas a um mesmo princípio," As belas artes reduzidas a um mesmo princípio (1746), obra do abade Charles Batteux, professor de retórica e de poesia grega e latina no Collège Royal de Paris, constitui um importante documento para o desenvolvimento da estética no século XVIII e para o projeto iluminista de totalização e unificação do saber humano. A proposta do tratado é simples: defende-se que todas as artes estão submetidas ao princípio da imitação da natureza, a qual se converte em lei e base abrangente de todas as regras poéticas. Assim como a natureza está submetida a leis universais e invioláveis, da mesma forma acredita Batteux que devem existir para a imitação da arte leis da mesma espécie e de igual dignidade. Dessa forma, solidifica-se nesse tratado uma ponte entre a tradição da retórica, oriunda da Antiguidade, e as formas modernas de apreciação do objeto artístico. Batteux antecipa a passagem do paradigma da imitação para o da criação, que tanto marcou a estética de todo o século XVIII.", 2010, Charles Batteux, 168, 978-85-7732-106-3, Português,http://arquivos.biblioceeteps.com.br/d/4465.jpg?v=201114020331&w=320,1,1,1
M986,Museu Lasar Segall 50 Obras do Acervo," O Museu Lasar Segall apresenta uma seleção de cinquenta obras de seu acervo, escolhidas entre as mais representativas da produção de Lasar Segall(1891-1957). É possível acompanhar, nesta seleção, o caminho percorrido pela arte de Segall na Alemanha, desde a admiração inicial pelos impressionistas alemães, até sua inserção no movimento expressionista, do qual participa ativamente como um dos ""expressionistas eslavos"" ao lado de Chaim Soutine e Marc Chagall. A emigração para o Brasil, em 1923, promove significativa mudança de rumo nessa obra, inaugurando sua ""fase brasileira"".", 2010, Lasar Segall, 64, 978-85-6293-002-7, Português,http://arquivos.biblioceeteps.com.br/d/5027.jpg?v=201227040404&w=320,1,1,1
C578,Circuitos paralelos," Nascido em Mascara, Algéria, em 1933, Fred Forest é um dos artistas mais importantes para o desfecho de uma virada fundamental nas artes visuais que ocorreu a partir dos anos 70. Em 1967, apresenta A cabine telefônica, um dos primeiros trabalhos de videoarte realizados na França. Desse momento em diante, lança-se em uma pesquisa incessante rumo às novas possibilidades estéticas abertas pelo universo midiático. As ações de Forest - irreverentes - incluem a apropriação dos meios de comunicação para criar circuitos paralelos ao circuito midiático estabelecido. Provocam muitas vezes ruídos, criam estratégias que subvertem, e colocam em evidência os jogos ocultos da mídia.O rompimento com os espaços protegidos corresponde a uma cartografia artística que engloba não somente as ações que se expandiram para as ruas por meio de performances e 'graffitis' em 70, mas ao recente ressurgimento de grupos de ativismo artístico com características sócio-políticas. Não por acaso, a interlocução com o público é um dos elementos centrais da experimentação estética de Fred Forest, que é um construtor de circuitos paralelos. Ele utiliza os meios de comunicação como ferramenta artística, desestabiliza os circuitos instituídos e constrói espaços coletivos de intervenção rumo ao que ele e seus colaboradores chamariam de Estética da Comunicação e Arte Sociológica. Ao fazê-lo, como diria Walter Benjamin, produz um curto-circuito, uma iluminação profana que faz o indivíduo perceber o poder de manipulação da informação e, paralelamente, participar dos circuitos comunicativos engendrados pela arte.", 2006, Fred Forest, 89, 978-85-7060-458-3, Português,http://arquivos.biblioceeteps.com.br/d/5061.jpg?v=201211050849&w=320,1,1,1
B928a,Artes plásticas no século XX," Neste belo livro, Maria Lúcia Bueno apresenta um vasto mural sobre as artes plásticas no século XX. Aqui estão assinalados os movimentos, as inovações, as realizações e as transformações das artes plásticas neste século. Podemos acompanhar os pensamentos e as criações dos artistas, bem como as interpretações e as controvérsias desenvolvidas por historiadores e críticos. Assistimos à travessia das obras de arte, idéias e artistas através de territórios e fronteiras, mares e oceanos, nações e civilizações. Neste belíssimo livro, Maria Lúcia Bueno nos leva a ver e interpretar o modo pelo qual se dá a globalização nas artes plásticas, um capítulo fundamental do processo de globalização da cultura e do imaginário de todo o mundo.", 1999, Maria Lúcia Bueno, 323, 85-2680-458-8, Português,http://arquivos.biblioceeteps.com.br/d/1051.jpg?v=201413050314&w=320,1,1,1
M862v,Viagem de um alemão à italia," Com tradução, introdução e notas de Oliver Tolle, este é o 2° título da Coleção A formação da estética. Livro escrito com propósito de servir como introdução às obras de arte da Itália e também aos seus costumes. Moritz foi escritor, professor e filósofo, e tornou-se amigo do grande escritor alemão J. W. Goethe, durante sua viagem à Itália. Falecido prematuramente, em 1794, o autor compôs uma grande diversidade de escritos como romances, dicionários, resenhas, ensaios sobre estética, pedagogia e lingüística, entre outros e pretendia desenvolver, em livros subseqüentes, os temas tratados nesse volume inicial. Como destaca Tolle, ""Moritz é considerado o primeiro romântico e os manuais lhe atribuem, ao lado de Kant, a autoria do conceito de autonomia para a arte, que serviu de fundamento para as estéticas alemãs do começo do século XIX"".", 2007, Imprensa Oficial, 288, 978857060561, Português,http://arquivos.biblioceeteps.com.br/d/5254.jpg?v=201202070316&w=320,1,1,1
K92d,Deslocamentos," 'Deslocamentos' é um relato sobre os processos criativos, as obras e as reações de crianças de diversas idades da periferia da cidade de São Paulo que participaram de um projeto de arte-educação desenvolvido pela artista plástica Nair Kremer em colaboração com equipes locais. Através de sua vivência profissional e de sua trajetória artística e educacional, a autora sugere uma metodologia de utilização da arte em educação. Nesse sentido, esta obra pretende comprovar a grande função da arte na educação, como capaz de preparar o homem para uma relação criativa com o mundo. Suas experiências com arte na periferia de São Paulo são contadas por meio de depoimentos, de citações, de documentação fotográfica da autora e, principalmente, de imagens dos trabalhos realizados pela crianças.", 2003, Nair Kremer, 264, 85-7060-214-6, Português,http://arquivos.biblioceeteps.com.br/d/5035.jpg?v=201202050945&w=320,1,1,1
B823s,Brasil Sons e Instrumentos Populares," Imaginário cultural Arte popular Instrumento musical Imaginário Popular (1997 : Itaú Cultural, São Paulo) Dança folclórica Cultura afro-brasileira Música popular Música étnica Dança popular Música folclórica Brasil.", 1997, Alberto T. Ikeda (Curador), 58,, Português,http://arquivos.biblioceeteps.com.br/d/39994.jpg?v=201401090207&w=320,1,1,1
A173,Acervo artístico dos palácios: panorama das coleções," Acervo Artístico dos Palácios : Panorama das ColeçõesO acervo artístico dos Palácios do Governo do Estado de São Paulo constitui uma das mais importantes coleções de arte do país. Obras de inestimável valor histórico e cultural traduzem diferentes escolas e estilos, abrangendo desde o século XV e estendendo-se até a contemporaneidade. O acervo não se restringe à produção artística nacional, mas guarda também obras representativas do Velho Mundo.""O presente catálogo, de edição requintada, com textos de especialistas, é ferramenta de consulta que permite aprofundar os estudos sobre a arte brasileira e universal, contribuindo para a perenidade nosso acervo"", diz Alberto Goldman, ex-governador do Estado de São Paulo.", 2010, Imprensa Oficial, 329, 978-85-7060-795-9, Português,http://arquivos.biblioceeteps.com.br/d/5076.jpg?v=201315020858&w=320,1,1,1
A786,A arte que banha o nordeste," A série de exposições “O Brasil Mostra sua Arte” tem como objetivo a valorização e difusão da arte produzida em regiões fora do eixo Rio - São Paulo, descentralizando assim a produção de artistas modernos e contemporâneos. Busca-se desta forma permitir o acesso do público que visita os palácios do Governo a obras de fundamental importância na construção da história da arte brasileira. Nossa proposta é começar a percorrer os caminhos brasileiros pelo Nordeste e nesta primeira edição sugere uma releitura de obras de artistas do Rio Grande do Norte, Sergipe, Ceará, Pernambuco e Alagoas, dialogando sempre com a coleção de obras dos palácios governamentais paulistas. Sem regionalizar, a exposição pretende mostrar a arte que transcende o folclore local, resgatando memórias e histórias contadas através dessas obras e evidenciando a diversidade artística e cultural brasileira. Reúne obras que procuram mostrar como esses diferentes artistas, de distintas gerações, registraram paisagens, tipos e tradições do território brasileiro.", 2008, Ana Cristina Carvalho, 69, 978-85-7060-601-3, Português,http://arquivos.biblioceeteps.com.br/d/5063.jpg?v=201211050855&w=320,1,1,1
Y42,Yêdamaria,, 2006, Varios Autores, 238, 85-7060-405-X, Português,http://arquivos.biblioceeteps.com.br/d/5099.jpg?v=201320030438&w=320,1,1,1
